chain,merchant_id,city,product_type,product_item,order_num,quantity,transaction_time,order_status,price
KFC,CHI301,Chicago,Sandwich,GrilledChicken,430,1,2025-12-15T15:01:02.217119,COMPLETE,6.59
Burger King,LA201,Los Angeles,Sandwich,BigMac,476,1,2025-12-15T15:01:02.126003,FAILED,7.18
Burger King,MIA201,Miami,Dessert,ChocolateChipCookie,388,1,2025-12-15T15:01:02.095886,COMPLETE,1.89
McDonalds,MIA001,Miami,Combo,KidsMeal,444,2,2025-12-15T15:01:02.015326,COMPLETE,12.97
Starbucks,NYC101,New York,Sandwich,VeggieDelight,425,2,2025-12-15T15:01:02.147368,COMPLETE,12.27
McDonalds,CHI001,Chicago,Drinks,OrangeJuice,488,2,2025-12-15T15:01:02.041962,COMPLETE,7.03
Chipotle,NYC401,New York,Dessert,ChocolateChipCookie,441,1,2025-12-15T15:01:02.073887,COMPLETE,1.96
Starbucks,BOS101,Boston,Combo,ValueMealA,445,1,2025-12-15T15:01:02.092577,COMPLETE,8.1
McDonalds,SF001,San Francisco,Drinks,MatchaLatte,460,1,2025-12-15T15:01:02.071527,COMPLETE,5.11
Burger King,SF201,San Francisco,Dessert,Cookie,433,2,2025-12-15T15:01:02.136417,COMPLETE,3.69
McDonalds,CHI001,Chicago,Dessert,ApplePie,489,2,2025-12-15T15:01:02.042569,COMPLETE,5.17
KFC,HOU301,Houston,Sandwich,GrilledChicken,431,1,2025-12-15T15:01:03.047959,COMPLETE,6.96
KFC,DEN301,Denver,Combo,ChickenCombo,430,1,2025-12-15T15:01:03.099989,COMPLETE,9.64
Chipotle,LA401,Los Angeles,Drinks,Milkshake,461,1,2025-12-15T15:01:03.055911,COMPLETE,4.82
Burger King,SEA201,Seattle,Sandwich,ChipotleChicken,429,1,2025-12-15T15:01:03.074331,COMPLETE,6.83
KFC,MIA301,Miami,Combo,SnackCombo,424,1,2025-12-15T15:01:03.011931,COMPLETE,7.43
McDonalds,SEA001,Seattle,Drinks,IcedCoffee,460,1,2025-12-15T15:01:03.031863,COMPLETE,4.06
Chipotle,PHI401,Philadelphia,Sandwich,GrilledChicken,445,1,2025-12-15T15:01:03.010745,COMPLETE,7.02
McDonalds,CHI001,Chicago,Dessert,ChocolateSundae,490,1,2025-12-15T15:01:03.062376,COMPLETE,4.22
Burger King,SEA201,Seattle,Drinks,Milkshake,430,2,2025-12-15T15:01:03.147498,COMPLETE,9.75
Starbucks,SEA101,Seattle,Drinks,IcedCoffee,426,4,2025-12-15T15:01:03.026933,COMPLETE,15.52
KFC,HOU301,Houston,Drinks,IcedCoffee,432,1,2025-12-15T15:01:03.075010,COMPLETE,3.95
Burger King,ATL201,Atlanta,Drinks,Mocha,432,2,2025-12-15T15:01:03.089886,COMPLETE,10.78
Chipotle,SF401,San Francisco,Sandwich,CrispyChicken,432,2,2025-12-15T15:01:03.047001,COMPLETE,13.54
Chipotle,DAL401,Dallas,Drinks,OrangeJuice,460,1,2025-12-15T15:01:03.075156,COMPLETE,3.14
KFC,MIA301,Miami,Sandwich,BigMac,425,1,2025-12-15T15:01:03.025089,COMPLETE,7.55
Burger King,CHI202,Chicago,Sandwich,BBQBeef,437,1,2025-12-15T15:01:03.078832,COMPLETE,7.39
Chipotle,NYC401,New York,Sandwich,VeggieDelight,442,1,2025-12-15T15:01:03.087617,COMPLETE,5.85
Chipotle,SEA401,Seattle,Drinks,MatchaLatte,383,3,2025-12-15T15:01:03.095883,COMPLETE,17.18
McDonalds,NYC001,New York,Sandwich,ChipotleChicken,455,1,2025-12-15T15:01:03.045903,COMPLETE,7.22
KFC,DEN301,Denver,Sandwich,BBQBeef,431,2,2025-12-15T15:01:03.155724,COMPLETE,14.87
Burger King,CHI201,Chicago,Dessert,BlueberryMuffin,462,1,2025-12-15T15:01:03.048162,COMPLETE,3.1
KFC,CHI301,Chicago,Dessert,ChocolateChipCookie,431,1,2025-12-15T15:01:03.087105,COMPLETE,1.93
Starbucks,BOS101,Boston,Combo,DoubleChickenCombo,446,1,2025-12-15T15:01:03.045200,COMPLETE,12.26
Chipotle,SEA401,Seattle,Sandwich,TurkeyClub,384,1,2025-12-15T15:01:03.124383,COMPLETE,6.98
Starbucks,BOS101,Boston,Drinks,OrangeJuice,447,1,2025-12-15T15:01:03.076958,COMPLETE,3.24
McDonalds,NYC001,New York,Sandwich,BigMac,456,1,2025-12-15T15:01:03.101221,COMPLETE,7.41
Burger King,SEA201,Seattle,Combo,ValueMealA,431,1,2025-12-15T15:01:03.204836,COMPLETE,9.21
McDonalds,DAL001,Dallas,Sandwich,QuarterPounder,433,1,2025-12-15T15:01:03.092667,COMPLETE,7.85
KFC,DEN301,Denver,Sandwich,TurkeyClub,432,1,2025-12-15T15:01:03.191118,COMPLETE,6.68
Chipotle,CHI401,Chicago,Drinks,IcedCoffee,451,1,2025-12-15T15:01:03.015508,COMPLETE,3.85
KFC,NYC301,New York,Drinks,Mocha,449,1,2025-12-15T15:01:03.023630,COMPLETE,5.35
Chipotle,CHI401,Chicago,Dessert,VanillaSundae,452,1,2025-12-15T15:01:03.046300,COMPLETE,3.61
McDonalds,NYC004,New York,Dessert,CheesecakeSlice,454,1,2025-12-15T15:01:03.065628,COMPLETE,4.57
Chipotle,BOS401,Boston,Combo,FamilyBucket,457,1,2025-12-15T15:01:03.010176,COMPLETE,19.06
Starbucks,NYC102,New York,Drinks,Coke,408,1,2025-12-15T15:01:03.018251,COMPLETE,2.51
Starbucks,NYC102,New York,Drinks,ColdBrew,409,1,2025-12-15T15:01:03.024030,COMPLETE,4.93
Starbucks,NYC102,New York,Drinks,IcedCoffee,410,1,2025-12-15T15:01:03.086213,COMPLETE,4.07
Chipotle,LA401,Los Angeles,Sandwich,BLT,462,1,2025-12-15T15:01:03.064140,COMPLETE,6.62
KFC,SF301,San Francisco,Combo,PremiumCombo,462,1,2025-12-15T15:01:03.073072,COMPLETE,12.08
Starbucks,LA101,Los Angeles,Sandwich,CrispyChicken,426,1,2025-12-15T15:01:03.049685,COMPLETE,6.55
Starbucks,SF101,San Francisco,Dessert,ApplePie,422,1,2025-12-15T15:01:03.054207,FAILED,2.59
Starbucks,SF101,San Francisco,Drinks,Sprite,423,1,2025-12-15T15:01:03.087519,COMPLETE,2.55
Starbucks,NYC102,New York,Sandwich,TurkeyClub,411,1,2025-12-15T15:01:03.181650,COMPLETE,7.09
Starbucks,BOS101,Boston,Combo,ChickenCombo,448,1,2025-12-15T15:01:03.115268,COMPLETE,9.6
Burger King,ATL201,Atlanta,Combo,SnackCombo,433,2,2025-12-15T15:01:03.113361,COMPLETE,13.92
McDonalds,SEA001,Seattle,Sandwich,GrilledChicken,461,2,2025-12-15T15:01:03.056697,COMPLETE,12.94
KFC,HOU301,Houston,Combo,FamilyBucket,433,1,2025-12-15T15:01:03.089464,COMPLETE,19.4
KFC,LA301,Los Angeles,Sandwich,BBQBeef,435,1,2025-12-15T15:01:03.053545,COMPLETE,7.46
Chipotle,LA401,Los Angeles,Dessert,CheesecakeSlice,463,1,2025-12-15T15:01:03.159246,COMPLETE,4.68
McDonalds,SF001,San Francisco,Combo,DoubleChickenCombo,461,1,2025-12-15T15:01:03.091555,COMPLETE,12.56
McDonalds,NYC002,New York,Dessert,Brownie,434,1,2025-12-15T15:01:03.017513,COMPLETE,3.22
McDonalds,SEA001,Seattle,Combo,ValueMealB,462,1,2025-12-15T15:01:03.084467,COMPLETE,9.46
Starbucks,NYC101,New York,Sandwich,ChipotleChicken,426,1,2025-12-15T15:01:03.004832,FAILED,7.71
McDonalds,MIA001,Miami,Drinks,ColdBrew,445,2,2025-12-15T15:01:03.095301,COMPLETE,10.36
Chipotle,BOS401,Boston,Dessert,IceCream,458,2,2025-12-15T15:01:03.040582,COMPLETE,6.31
KFC,HOU301,Houston,Drinks,Mocha,434,1,2025-12-15T15:01:03.165498,COMPLETE,5.24
Chipotle,SEA401,Seattle,Dessert,CheesecakeSlice,385,1,2025-12-15T15:01:03.156679,COMPLETE,4.81
McDonalds,NYC002,New York,Dessert,CheesecakeSlice,435,2,2025-12-15T15:01:03.105603,COMPLETE,9.29
McDonalds,SF001,San Francisco,Drinks,IcedCoffee,462,1,2025-12-15T15:01:03.174298,COMPLETE,4.19
Burger King,PHI201,Philadelphia,Sandwich,GrilledChicken,436,1,2025-12-15T15:01:03.037746,COMPLETE,6.88
Starbucks,SEA101,Seattle,Dessert,Donut,427,1,2025-12-15T15:01:03.033145,COMPLETE,2.0
KFC,DAL301,Dallas,Sandwich,ChipotleChicken,466,3,2025-12-15T15:01:03.089165,COMPLETE,23.03
McDonalds,LA001,Los Angeles,Dessert,ChocolateChipCookie,438,1,2025-12-15T15:01:03.057400,COMPLETE,2.12
McDonalds,NYC004,New York,Sandwich,CrispyChicken,455,1,2025-12-15T15:01:03.144233,COMPLETE,6.51
McDonalds,MIA001,Miami,Combo,FamilyBucket,446,1,2025-12-15T15:01:03.156794,COMPLETE,19.74
Chipotle,NYC401,New York,Dessert,Donut,443,1,2025-12-15T15:01:03.136683,COMPLETE,2.08
Burger King,CHI202,Chicago,Dessert,Brownie,438,1,2025-12-15T15:01:04.034805,COMPLETE,3.17
McDonalds,SF001,San Francisco,Drinks,ColdBrew,463,2,2025-12-15T15:01:04.070759,COMPLETE,9.38
McDonalds,NYC001,New York,Combo,ValueMealB,457,1,2025-12-15T15:01:04.094030,COMPLETE,8.61
Starbucks,CHI101,Chicago,Combo,ValueMealB,392,1,2025-12-15T15:01:04.087401,COMPLETE,9.51
Starbucks,MIA101,Miami,Combo,PremiumCombo,402,1,2025-12-15T15:01:04.015951,COMPLETE,11.32
Chipotle,LA401,Los Angeles,Sandwich,BBQBeef,464,2,2025-12-15T15:01:04.039574,COMPLETE,15.65
Burger King,PHI201,Philadelphia,Sandwich,BLT,437,1,2025-12-15T15:01:04.052371,COMPLETE,6.42
KFC,CHI301,Chicago,Combo,PremiumCombo,432,1,2025-12-15T15:01:04.007389,COMPLETE,12.41
McDonalds,NYC003,New York,Sandwich,BigMac,452,1,2025-12-15T15:01:04.055332,COMPLETE,7.01
Starbucks,CHI101,Chicago,Combo,ChickenCombo,393,1,2025-12-15T15:01:04.162277,COMPLETE,10.68
Chipotle,DAL401,Dallas,Combo,SnackCombo,461,1,2025-12-15T15:01:04.038139,COMPLETE,7.5
Burger King,PHI201,Philadelphia,Dessert,CheesecakeSlice,438,1,2025-12-15T15:01:04.126333,COMPLETE,4.74
McDonalds,NYC001,New York,Sandwich,GrilledChicken,458,1,2025-12-15T15:01:04.177684,COMPLETE,6.99
Chipotle,DAL401,Dallas,Dessert,Donut,462,1,2025-12-15T15:01:04.096824,COMPLETE,1.99
Burger King,SF201,San Francisco,Dessert,IceCream,434,1,2025-12-15T15:01:04.065547,COMPLETE,3.56
Starbucks,SF102,San Francisco,Drinks,Coke,468,1,2025-12-15T15:01:04.058978,COMPLETE,2.59
KFC,MIA301,Miami,Combo,HealthyCombo,426,2,2025-12-15T15:01:04.046169,FAILED,22.13
KFC,CHI301,Chicago,Drinks,ColdBrew,433,1,2025-12-15T15:01:04.083766,COMPLETE,4.95
KFC,DAL301,Dallas,Combo,ValueMealB,467,2,2025-12-15T15:01:04.038154,COMPLETE,18.98
KFC,SF301,San Francisco,Drinks,IcedCoffee,463,1,2025-12-15T15:01:04.040008,COMPLETE,4.1
Starbucks,NYC102,New York,Drinks,Milkshake,412,1,2025-12-15T15:01:04.002730,COMPLETE,4.39
Burger King,PHI201,Philadelphia,Sandwich,ChipotleChicken,439,1,2025-12-15T15:01:04.137451,COMPLETE,7.68
Burger King,DAL201,Dallas,Drinks,IcedCoffee,427,1,2025-12-15T15:01:04.039589,COMPLETE,3.89
McDonalds,MIA001,Miami,Combo,FamilyBucket,447,1,2025-12-15T15:01:04.055991,COMPLETE,19.71
McDonalds,NYC002,New York,Drinks,ColdBrew,436,1,2025-12-15T15:01:04.087914,COMPLETE,5.11
Chipotle,CHI401,Chicago,Combo,KidsMeal,453,1,2025-12-15T15:01:04.020971,COMPLETE,7.11
Starbucks,SEA101,Seattle,Drinks,ColdBrew,428,2,2025-12-15T15:01:04.037545,COMPLETE,10.44
Chipotle,NYC401,New York,Dessert,ChocolateChipCookie,444,1,2025-12-15T15:01:04.067898,COMPLETE,2.03
Chipotle,SF401,San Francisco,Drinks,ColdBrew,433,1,2025-12-15T15:01:04.036988,COMPLETE,5.07
McDonalds,DAL001,Dallas,Sandwich,QuarterPounder,434,1,2025-12-15T15:01:04.028024,COMPLETE,7.29
Burger King,SEA201,Seattle,Drinks,Mocha,432,1,2025-12-15T15:01:04.072845,COMPLETE,5.08
KFC,MIA301,Miami,Sandwich,BBQBeef,427,1,2025-12-15T15:01:04.118491,COMPLETE,8.0
Chipotle,SEA401,Seattle,Combo,ChickenCombo,386,1,2025-12-15T15:01:04.042373,COMPLETE,9.5
KFC,DEN301,Denver,Dessert,Brownie,433,1,2025-12-15T15:01:04.096553,COMPLETE,2.82
Starbucks,SEA101,Seattle,Drinks,Sprite,429,1,2025-12-15T15:01:04.080510,COMPLETE,2.63
Chipotle,ATL401,Atlanta,Combo,SnackCombo,456,2,2025-12-15T15:01:04.088294,COMPLETE,13.87
Chipotle,BOS401,Boston,Dessert,ChocolateChipCookie,459,1,2025-12-15T15:01:04.050982,COMPLETE,2.14
Chipotle,SF401,San Francisco,Drinks,ColdBrew,434,1,2025-12-15T15:01:04.049447,COMPLETE,5.12
KFC,CHI301,Chicago,Drinks,ColdBrew,434,1,2025-12-15T15:01:04.121358,COMPLETE,4.94
Chipotle,ATL401,Atlanta,Drinks,DietCoke,457,1,2025-12-15T15:01:04.139152,COMPLETE,2.64
Burger King,SEA201,Seattle,Sandwich,TurkeyClub,433,1,2025-12-15T15:01:04.142127,COMPLETE,7.25
McDonalds,SF001,San Francisco,Sandwich,BBQBeef,464,1,2025-12-15T15:01:04.080223,COMPLETE,7.25
Starbucks,SF101,San Francisco,Dessert,ChocolateChipCookie,424,1,2025-12-15T15:01:04.076827,COMPLETE,2.12
McDonalds,NYC004,New York,Sandwich,GrilledChicken,456,1,2025-12-15T15:01:04.046214,COMPLETE,6.85
Chipotle,BOS401,Boston,Combo,BurgerFriesDrink,460,1,2025-12-15T15:01:04.088476,COMPLETE,10.11
KFC,HOU301,Houston,Sandwich,SpicyChicken,435,1,2025-12-15T15:01:04.039811,COMPLETE,6.66
Chipotle,CHI401,Chicago,Dessert,ApplePie,454,1,2025-12-15T15:01:04.052854,COMPLETE,2.61
McDonalds,NYC004,New York,Drinks,DietCoke,457,1,2025-12-15T15:01:04.103821,COMPLETE,2.49
McDonalds,SF001,San Francisco,Sandwich,QuarterPounder,465,1,2025-12-15T15:01:04.111267,COMPLETE,7.91
Burger King,CHI201,Chicago,Sandwich,QuarterPounder,463,1,2025-12-15T15:01:04.058173,COMPLETE,7.4
Chipotle,BOS401,Boston,Drinks,MatchaLatte,461,1,2025-12-15T15:01:04.089919,COMPLETE,5.08
Chipotle,ATL401,Atlanta,Dessert,ChocolateSundae,458,1,2025-12-15T15:01:04.156335,COMPLETE,4.13
KFC,HOU301,Houston,Drinks,Mocha,436,1,2025-12-15T15:01:04.058322,COMPLETE,5.0
Burger King,MIA201,Miami,Combo,ValueMealA,389,1,2025-12-15T15:01:04.037429,COMPLETE,9.1
Chipotle,CHI401,Chicago,Sandwich,BBQBeef,455,1,2025-12-15T15:01:04.072225,COMPLETE,7.36
Starbucks,SF102,San Francisco,Sandwich,QuarterPounder,469,1,2025-12-15T15:01:04.134722,COMPLETE,7.83
KFC,DAL301,Dallas,Dessert,CheesecakeSlice,468,1,2025-12-15T15:01:04.126912,COMPLETE,4.57
Starbucks,SEA101,Seattle,Sandwich,ChipotleChicken,430,1,2025-12-15T15:01:04.105124,COMPLETE,6.84
McDonalds,LA001,Los Angeles,Combo,PremiumCombo,439,2,2025-12-15T15:01:04.063262,COMPLETE,22.05
McDonalds,NYC004,New York,Combo,ValueMealA,458,1,2025-12-15T15:01:04.153619,COMPLETE,8.26
Starbucks,MIA101,Miami,Drinks,Sprite,403,1,2025-12-15T15:01:04.052946,COMPLETE,2.74
KFC,DEN301,Denver,Dessert,ApplePie,434,1,2025-12-15T15:01:04.142826,COMPLETE,2.42
KFC,LA301,Los Angeles,Sandwich,GrilledChicken,436,1,2025-12-15T15:01:04.017031,COMPLETE,6.48
Burger King,ATL201,Atlanta,Dessert,ChocolateSundae,434,1,2025-12-15T15:01:04.033919,COMPLETE,3.8
McDonalds,DAL001,Dallas,Drinks,Mocha,435,1,2025-12-15T15:01:04.118146,COMPLETE,5.22
KFC,DEN301,Denver,Sandwich,QuarterPounder,435,1,2025-12-15T15:01:04.153299,COMPLETE,8.09
Chipotle,BOS401,Boston,Drinks,ColdBrew,462,1,2025-12-15T15:01:04.158941,COMPLETE,4.87
Chipotle,ATL401,Atlanta,Drinks,OrangeJuice,459,1,2025-12-15T15:01:04.209358,COMPLETE,3.54
Chipotle,MIA401,Miami,Drinks,MatchaLatte,443,1,2025-12-15T15:01:04.032948,COMPLETE,5.26
Starbucks,SF101,San Francisco,Drinks,Mocha,425,1,2025-12-15T15:01:04.115800,COMPLETE,5.29
Chipotle,ATL401,Atlanta,Sandwich,SpicyChicken,460,1,2025-12-15T15:01:04.219874,COMPLETE,7.13
Burger King,SF201,San Francisco,Sandwich,CrispyChicken,435,2,2025-12-15T15:01:04.126149,COMPLETE,12.75
Chipotle,DAL401,Dallas,Drinks,OrangeJuice,463,2,2025-12-15T15:01:04.132585,COMPLETE,6.18
KFC,DAL301,Dallas,Sandwich,BBQBeef,469,1,2025-12-15T15:01:04.141898,COMPLETE,7.44
KFC,HOU301,Houston,Dessert,ChocolateSundae,437,1,2025-12-15T15:01:04.148140,COMPLETE,3.79
Burger King,NYC201,New York,Combo,PremiumCombo,436,1,2025-12-15T15:01:04.052896,COMPLETE,10.95
KFC,SF301,San Francisco,Drinks,ColdBrew,464,1,2025-12-15T15:01:04.078192,COMPLETE,4.59
KFC,DEN301,Denver,Combo,DoubleChickenCombo,436,1,2025-12-15T15:01:04.160296,COMPLETE,13.38
McDonalds,SEA001,Seattle,Dessert,IceCream,463,3,2025-12-15T15:01:04.038899,COMPLETE,9.39
Burger King,NYC201,New York,Combo,HealthyCombo,437,1,2025-12-15T15:01:04.082407,COMPLETE,11.15
Chipotle,SEA401,Seattle,Drinks,Sprite,387,1,2025-12-15T15:01:04.126704,COMPLETE,2.6
McDonalds,NYC004,New York,Sandwich,ChipotleChicken,459,1,2025-12-15T15:01:04.184402,COMPLETE,7.41
McDonalds,DAL001,Dallas,Dessert,ApplePie,436,2,2025-12-15T15:01:04.153975,COMPLETE,5.14
McDonalds,MIA001,Miami,Sandwich,ChipotleChicken,448,1,2025-12-15T15:01:04.114619,COMPLETE,7.09
Chipotle,SEA401,Seattle,Drinks,Coke,388,1,2025-12-15T15:01:04.165237,COMPLETE,2.47
Starbucks,NYC102,New York,Drinks,Coke,413,2,2025-12-15T15:01:04.013171,COMPLETE,4.99
Chipotle,MIA401,Miami,Dessert,Cookie,444,1,2025-12-15T15:01:04.059892,COMPLETE,1.74
McDonalds,NYC004,New York,Combo,BurgerFriesDrink,460,1,2025-12-15T15:01:04.202537,COMPLETE,10.01
McDonalds,CHI001,Chicago,Drinks,DietCoke,491,1,2025-12-15T15:01:04.032039,COMPLETE,2.73
KFC,PHO301,Phoenix,Drinks,Mocha,402,1,2025-12-15T15:01:04.047449,COMPLETE,5.1
Starbucks,DAL101,Dallas,Sandwich,ChipotleChicken,449,1,2025-12-15T15:01:04.058895,COMPLETE,7.07
KFC,MIA301,Miami,Dessert,BlueberryMuffin,428,1,2025-12-15T15:01:04.130707,COMPLETE,2.78
Chipotle,SEA401,Seattle,Dessert,Brownie,389,1,2025-12-15T15:01:04.222876,COMPLETE,2.88
KFC,NYC301,New York,Combo,ValueMealB,450,1,2025-12-15T15:01:04.029098,COMPLETE,9.76
McDonalds,NYC002,New York,Combo,HealthyCombo,437,1,2025-12-15T15:01:04.147732,COMPLETE,10.84
McDonalds,NYC001,New York,Dessert,BlueberryMuffin,459,1,2025-12-15T15:01:04.268692,COMPLETE,2.78
McDonalds,SEA001,Seattle,Dessert,VanillaSundae,464,3,2025-12-15T15:01:04.119663,COMPLETE,11.16
Chipotle,SEA401,Seattle,Dessert,ApplePie,390,1,2025-12-15T15:01:04.312718,COMPLETE,2.38
Burger King,DAL201,Dallas,Combo,BurgerFriesDrink,428,1,2025-12-15T15:01:04.078596,COMPLETE,10.9
KFC,SEA301,Seattle,Combo,HealthyCombo,471,1,2025-12-15T15:01:04.029450,COMPLETE,9.8
Starbucks,LA101,Los Angeles,Sandwich,SpicyChicken,427,1,2025-12-15T15:01:05.015457,COMPLETE,6.72
Starbucks,MIA101,Miami,Sandwich,VeggieDelight,404,1,2025-12-15T15:01:05.067998,COMPLETE,6.39
Starbucks,NYC101,New York,Drinks,OrangeJuice,427,1,2025-12-15T15:01:05.057711,COMPLETE,3.17
Chipotle,ATL401,Atlanta,Combo,HealthyCombo,461,1,2025-12-15T15:01:05.034875,COMPLETE,10.37
Chipotle,NYC401,New York,Drinks,Sprite,445,2,2025-12-15T15:01:05.012115,COMPLETE,5.22
McDonalds,DAL001,Dallas,Dessert,VanillaSundae,437,1,2025-12-15T15:01:05.016573,COMPLETE,3.93
Starbucks,NYC102,New York,Combo,DoubleChickenCombo,414,1,2025-12-15T15:01:05.063699,COMPLETE,13.25
Chipotle,SF401,San Francisco,Combo,PremiumCombo,435,1,2025-12-15T15:01:05.063247,COMPLETE,11.81
McDonalds,NYC004,New York,Combo,ValueMealA,461,2,2025-12-15T15:01:05.081330,COMPLETE,16.75
Burger King,NYC201,New York,Drinks,OrangeJuice,438,1,2025-12-15T15:01:05.009838,COMPLETE,3.27
Starbucks,LA101,Los Angeles,Drinks,OrangeJuice,428,1,2025-12-15T15:01:05.110917,FAILED,3.24
KFC,SF301,San Francisco,Combo,ChickenCombo,465,2,2025-12-15T15:01:05.068076,COMPLETE,21.11
Burger King,CHI201,Chicago,Drinks,Milkshake,464,1,2025-12-15T15:01:05.017685,COMPLETE,4.95
KFC,DAL301,Dallas,Drinks,Coke,470,1,2025-12-15T15:01:05.099734,COMPLETE,2.49
KFC,DEN301,Denver,Drinks,Milkshake,437,1,2025-12-15T15:01:05.024582,COMPLETE,4.65
McDonalds,NYC002,New York,Dessert,BlueberryMuffin,438,2,2025-12-15T15:01:05.013555,COMPLETE,6.06
McDonalds,LA001,Los Angeles,Drinks,Coke,440,1,2025-12-15T15:01:05.069919,COMPLETE,2.69
Burger King,PHI201,Philadelphia,Combo,ChickenCombo,440,2,2025-12-15T15:01:05.074992,COMPLETE,19.52
Chipotle,PHI401,Philadelphia,Dessert,ApplePie,446,1,2025-12-15T15:01:05.026592,COMPLETE,2.63
Starbucks,MIA101,Miami,Combo,PremiumCombo,405,1,2025-12-15T15:01:05.077317,COMPLETE,11.29
Chipotle,SF401,San Francisco,Drinks,OrangeJuice,436,1,2025-12-15T15:01:05.129718,COMPLETE,3.53
KFC,NYC301,New York,Drinks,Coke,451,2,2025-12-15T15:01:05.043868,COMPLETE,5.24
Burger King,CHI202,Chicago,Sandwich,BigMac,439,1,2025-12-15T15:01:05.037272,COMPLETE,7.48
Burger King,SEA201,Seattle,Dessert,Donut,434,1,2025-12-15T15:01:05.033379,COMPLETE,2.04
KFC,NYC301,New York,Dessert,BlueberryMuffin,452,1,2025-12-15T15:01:05.141381,COMPLETE,3.08
McDonalds,DAL001,Dallas,Drinks,Mocha,438,2,2025-12-15T15:01:05.068635,COMPLETE,10.55
Chipotle,BOS401,Boston,Drinks,Milkshake,463,1,2025-12-15T15:01:05.080492,COMPLETE,4.34
Chipotle,SEA401,Seattle,Combo,DoubleChickenCombo,391,1,2025-12-15T15:01:05.027621,COMPLETE,13.14
Burger King,SF201,San Francisco,Drinks,Sprite,436,1,2025-12-15T15:01:05.076326,COMPLETE,2.48
McDonalds,NYC001,New York,Sandwich,QuarterPounder,460,1,2025-12-15T15:01:05.094657,COMPLETE,7.79
Starbucks,NYC101,New York,Combo,HealthyCombo,428,1,2025-12-15T15:01:05.108005,COMPLETE,9.97
Burger King,PHI201,Philadelphia,Combo,FamilyBucket,441,1,2025-12-15T15:01:05.075710,COMPLETE,18.44
KFC,SF301,San Francisco,Sandwich,CrispyChicken,466,1,2025-12-15T15:01:05.088924,COMPLETE,6.94
Starbucks,MIA101,Miami,Dessert,VanillaSundae,406,1,2025-12-15T15:01:05.085731,COMPLETE,3.67
McDonalds,MIA001,Miami,Drinks,IcedCoffee,449,1,2025-12-15T15:01:05.076675,COMPLETE,4.19
McDonalds,NYC002,New York,Drinks,Latte,439,1,2025-12-15T15:01:05.101000,COMPLETE,4.16
Chipotle,NYC401,New York,Combo,BurgerFriesDrink,446,1,2025-12-15T15:01:05.097068,COMPLETE,11.44
McDonalds,NYC002,New York,Combo,ChickenCombo,440,2,2025-12-15T15:01:05.121115,COMPLETE,20.61
Burger King,PHI201,Philadelphia,Sandwich,QuarterPounder,442,1,2025-12-15T15:01:05.138762,FAILED,8.1
Burger King,NYC201,New York,Sandwich,VeggieDelight,439,1,2025-12-15T15:01:05.063250,COMPLETE,6.47
McDonalds,MIA001,Miami,Sandwich,BLT,450,2,2025-12-15T15:01:05.087131,COMPLETE,12.6
Chipotle,CHI401,Chicago,Sandwich,BigMac,456,1,2025-12-15T15:01:05.037864,COMPLETE,6.96
KFC,SF301,San Francisco,Drinks,DietCoke,467,1,2025-12-15T15:01:05.139059,COMPLETE,2.5
KFC,MIA301,Miami,Dessert,ChocolateChipCookie,429,1,2025-12-15T15:01:05.026613,COMPLETE,1.91
Starbucks,SF101,San Francisco,Dessert,Cookie,426,4,2025-12-15T15:01:05.026386,COMPLETE,7.37
Starbucks,SF101,San Francisco,Drinks,DietCoke,427,1,2025-12-15T15:01:05.065604,COMPLETE,2.72
Starbucks,BOS101,Boston,Drinks,MatchaLatte,449,1,2025-12-15T15:01:05.025208,COMPLETE,5.74
Burger King,SEA201,Seattle,Dessert,ChocolateSundae,435,2,2025-12-15T15:01:05.105791,COMPLETE,7.66
Chipotle,ATL401,Atlanta,Drinks,DietCoke,462,1,2025-12-15T15:01:05.049861,COMPLETE,2.62
Starbucks,LA101,Los Angeles,Drinks,Coke,429,3,2025-12-15T15:01:05.157281,COMPLETE,7.62
KFC,SF301,San Francisco,Drinks,DietCoke,468,3,2025-12-15T15:01:05.208164,FAILED,7.26
Burger King,CHI201,Chicago,Drinks,OrangeJuice,465,1,2025-12-15T15:01:05.058018,COMPLETE,3.14
Chipotle,ATL401,Atlanta,Sandwich,BLT,463,1,2025-12-15T15:01:05.128594,COMPLETE,6.4
Chipotle,ATL401,Atlanta,Combo,BurgerFriesDrink,464,1,2025-12-15T15:01:05.218984,COMPLETE,10.91
Burger King,NYC201,New York,Sandwich,GrilledChicken,440,1,2025-12-15T15:01:05.103038,COMPLETE,6.58
Starbucks,SF101,San Francisco,Combo,DoubleChickenCombo,428,3,2025-12-15T15:01:05.103999,COMPLETE,35.33
McDonalds,SF001,San Francisco,Combo,FamilyBucket,466,1,2025-12-15T15:01:05.043799,COMPLETE,20.88
Burger King,CHI201,Chicago,Combo,BurgerFriesDrink,466,1,2025-12-15T15:01:05.120359,COMPLETE,11.12
KFC,CHI301,Chicago,Drinks,OrangeJuice,435,1,2025-12-15T15:01:05.002832,COMPLETE,3.36
Chipotle,SEA401,Seattle,Sandwich,GrilledChicken,392,1,2025-12-15T15:01:05.061756,COMPLETE,6.93
Starbucks,MIA101,Miami,Sandwich,ChipotleChicken,407,1,2025-12-15T15:01:05.129723,COMPLETE,6.91
McDonalds,MIA001,Miami,Drinks,OrangeJuice,451,1,2025-12-15T15:01:05.155380,COMPLETE,3.38
